-0.6000000E+01 -0.6000000E+01  0.5152176-173
 0.3818182E+01 -0.5515152E+01  0.1432533E-72
 0.3939394E+01 -0.5515152E+01  0.9438159E-73
 0.4060606E+01 -0.5515152E+01  0.5824986E-73
 0.4181818E+01 -0.5515152E+01  0.3360003E-73
 0.4303030E+01 -0.5515152E+01  0.1863759E-73
 0.4424242E+01 -0.5515152E+01  0.1032628E-73
 0.4545455E+01 -0.5515152E+01  0.5800053E-74
 0.4666667E+01 -0.5515152E+01  0.3230130E-74
 0.4787879E+01 -0.5515152E+01  0.1717126E-74
 0.4909091E+01 -0.5515152E+01  0.8526272E-75
 0.5030303E+01 -0.5515152E+01  0.3995303E-75
 0.5151515E+01 -0.5515152E+01  0.1826982E-75
 0.5272727E+01 -0.5515152E+01  0.8375691E-76
 0.5393939E+01 -0.5515152E+01  0.3811558E-76
 0.5515152E+01 -0.5515152E+01  0.1641747E-76
 0.5636364E+01 -0.5515152E+01  0.6306884E-77
 0.5757576E+01 -0.5515152E+01  0.2057848E-77
 0.5878788E+01 -0.5515152E+01  0.5522786E-78
 0.6000000E+01 -0.5515152E+01  0.1196601E-78
  
  
-0.6000000E+01 -0.5393939E+01  0.6443512-154
-0.5878788E+01 -0.5393939E+01  0.6803544-150
-0.5757576E+01 -0.5393939E+01  0.5678776-146
-0.5636364E+01 -0.5393939E+01  0.3746978-142
-0.5515152E+01 -0.5393939E+01  0.1954404-138
-0.5393939E+01 -0.5393939E+01  0.8058506-135
-0.5272727E+01 -0.5393939E+01  0.2626647-131
-0.5151515E+01 -0.5393939E+01  0.6767926-128
-0.5030303E+01 -0.5393939E+01  0.1378531-124
-0.4909091E+01 -0.5393939E+01  0.2219649-121
-0.4787879E+01 -0.5393939E+01  0.2825263-118
-0.4666667E+01 -0.5393939E+01  0.2842762-115
-0.4545455E+01 -0.5393939E+01  0.2261148-112
-0.4424242E+01 -0.5393939E+01  0.1421754-109
-0.4303030E+01 -0.5393939E+01  0.7066863-107
-0.4181818E+01 -0.5393939E+01  0.2776744-104
-0.4060606E+01 -0.5393939E+01  0.8624858-102
-0.3939394E+01 -0.5393939E+01  0.2117752E-99
-0.3818182E+01 -0.5393939E+01  0.4110598E-97
-0.3696970E+01 -0.5393939E+01  0.6307281E-95
-0.3575758E+01 -0.5393939E+01  0.7650442E-93
-0.3454545E+01 -0.5393939E+01  0.7335648E-91
-0.3333333E+01 -0.5393939E+01  0.5560306E-89
-0.3212121E+01 -0.5393939E+01  0.3331720E-87
-0.3090909E+01 -0.5393939E+01  0.1578158E-85
-0.2969697E+01 -0.5393939E+01  0.5909491E-84
-0.2848485E+01 -0.5393939E+01  0.1749352E-82
-0.2727273E+01 -0.5393939E+01  0.4094045E-81
-0.2606061E+01 -0.5393939E+01  0.7575585E-80
-0.2484848E+01 -0.5393939E+01  0.1108530E-78
-0.2363636E+01 -0.5393939E+01  0.1283227E-77
-0.2242424E+01 -0.5393939E+01  0.1175961E-76
-0.2121212E+01 -0.5393939E+01  0.8543283E-76
-0.2000000E+01 -0.5393939E+01  0.4933892E-75
-0.1878788E+01 -0.5393939E+01  0.2277185E-74
-0.1757576E+01 -0.5393939E+01  0.8485032E-74
-0.1636364E+01 -0.5393939E+01  0.2600489E-73
-0.1515152E+01 -0.5393939E+01  0.6769343E-73
-0.1393939E+01 -0.5393939E+01  0.1571603E-72
-0.1272727E+01 -0.5393939E+01  0.3453511E-72
-0.1151515E+01 -0.5393939E+01  0.7533111E-72
-0.1030303E+01 -0.5393939E+01  0.1647365E-71
-0.9090909E+00 -0.5393939E+01  0.3515599E-71
-0.7878788E+00 -0.5393939E+01  0.7080148E-71
-0.6666667E+00 -0.5393939E+01  0.1331865E-70
-0.5454545E+00 -0.5393939E+01  0.2391510E-70
-0.4242424E+00 -0.5393939E+01  0.4257788E-70
-0.3030303E+00 -0.5393939E+01  0.7684755E-70
-0.1818182E+00 -0.5393939E+01  0.1385415E-69
-0.6060606E-01 -0.5393939E+01  0.2401790E-69
 0.6060606E-01 -0.5393939E+01  0.3891594E-69
 0.1818182E+00 -0.5393939E+01  0.5906698E-69
 0.3030303E+00 -0.5393939E+01  0.8666129E-69
 0.4242424E+00 -0.5393939E+01  0.1274845E-68
 0.5454545E+00 -0.5393939E+01  0.1898454E-68
 0.6666667E+00 -0.5393939E+01  0.2786843E-68
 0.7878788E+00 -0.5393939E+01  0.3881983E-68
 0.9090909E+00 -0.5393939E+01  0.5037769E-68
 0.1030303E+01 -0.5393939E+01  0.6179776E-68
 0.1151515E+01 -0.5393939E+01  0.7436602E-68
 0.1272727E+01 -0.5393939E+01  0.9045138E-68
 0.1393939E+01 -0.5393939E+01  0.1106726E-67
 0.1515152E+01 -0.5393939E+01  0.1315699E-67
 0.1636364E+01 -0.5393939E+01  0.1469425E-67
 0.1757576E+01 -0.5393939E+01  0.1531943E-67
 0.1878788E+01 -0.5393939E+01  0.1529227E-67
 0.2000000E+01 -0.5393939E+01  0.1518834E-67
 0.2121212E+01 -0.5393939E+01  0.1529227E-67
 0.2242424E+01 -0.5393939E+01  0.1531943E-67
 0.2363636E+01 -0.5393939E+01  0.1469425E-67
 0.2484848E+01 -0.5393939E+01  0.1315699E-67
 0.2606061E+01 -0.5393939E+01  0.1106726E-67
 0.2727273E+01 -0.5393939E+01  0.9045138E-68
 0.2848485E+01 -0.5393939E+01  0.7436602E-68
 0.2969697E+01 -0.5393939E+01  0.6179776E-68
 0.3090909E+01 -0.5393939E+01  0.5037769E-68
 0.3212121E+01 -0.5393939E+01  0.3881983E-68
 0.3333333E+01 -0.5393939E+01  0.2786843E-68
 0.3454545E+01 -0.5393939E+01  0.1898454E-68
 0.3575758E+01 -0.5393939E+01  0.1274845E-68
 0.3696970E+01 -0.5393939E+01  0.8666129E-69
 0.3818182E+01 -0.5393939E+01  0.5906698E-69
 0.3939394E+01 -0.5393939E+01  0.3891594E-69
 0.4060606E+01 -0.5393939E+01  0.2401790E-69
 0.4181818E+01 -0.5393939E+01  0.1385415E-69
 0.4303030E+01 -0.5393939E+01  0.7684755E-70
 0.4424242E+01 -0.5393939E+01  0.4257788E-70
 0.4545455E+01 -0.5393939E+01  0.2391510E-70
 0.4666667E+01 -0.5393939E+01  0.1331865E-70
 0.4787879E+01 -0.5393939E+01  0.7080148E-71
 0.4909091E+01 -0.5393939E+01  0.3515599E-71
 0.5030303E+01 -0.5393939E+01  0.1647365E-71
 0.5151515E+01 -0.5393939E+01  0.7533111E-72
 0.5272727E+01 -0.5393939E+01  0.3453511E-72
 0.5393939E+01 -0.5393939E+01  0.1571603E-72
 0.5515152E+01 -0.5393939E+01  0.6769343E-73
 0.5636364E+01 -0.5393939E+01  0.2600489E-73
 0.5757576E+01 -0.5393939E+01  0.8485032E-74
 0.5878788E+01 -0.5393939E+01  0.2277185E-74
 0.6000000E+01 -0.5393939E+01  0.4933892E-75
  
  
-0.6000000E+01 -0.5272727E+01  0.2100244-150
-0.5878788E+01 -0.5272727E+01  0.2217595-146
-0.5757576E+01 -0.5272727E+01  0.1850980-142
-0.5636364E+01 -0.5272727E+01  0.1221316-138
-0.5515152E+01 -0.5272727E+01  0.6370323-135
-0.5393939E+01 -0.5272727E+01  0.2626647-131
-0.5272727E+01 -0.5272727E+01  0.8561477-128
-0.5151515E+01 -0.5272727E+01  0.2205986-124
-0.5030303E+01 -0.5272727E+01  0.4493281-121
-0.4909091E+01 -0.5272727E+01  0.7234880-118
-0.4787879E+01 -0.5272727E+01  0.9208863-115
-0.4666667E+01 -0.5272727E+01  0.9265900-112
-0.4545455E+01 -0.5272727E+01  0.7370146-109
-0.4424242E+01 -0.5272727E+01  0.4634164-106
-0.4303030E+01 -0.5272727E+01  0.2303423-103
-0.4181818E+01 -0.5272727E+01  0.9050715-101
-0.4060606E+01 -0.5272727E+01  0.2811247E-98
-0.3939394E+01 -0.5272727E+01  0.6902749E-96
-0.3818182E+01 -0.5272727E+01  0.1339837E-93
-0.3696970E+01 -0.5272727E+01  0.2055840E-91
-0.3575758E+01 -0.5272727E+01  0.2493639E-89
-0.3454545E+01 -0.5272727E+01  0.2391033E-87
-0.3333333E+01 -0.5272727E+01  0.1812365E-85
-0.3212121E+01 -0.5272727E+01  0.1085964E-83
-0.3090909E+01 -0.5272727E+01  0.5143961E-82
-0.2969697E+01 -0.5272727E+01  0.1926181E-80
-0.2848485E+01 -0.5272727E+01  0.5701963E-79
-0.2727273E+01 -0.5272727E+01  0.1334442E-77
-0.2606061E+01 -0.5272727E+01  0.2469240E-76
-0.2484848E+01 -0.5272727E+01  0.3613222E-75
-0.2363636E+01 -0.5272727E+01  0.4182640E-74
-0.2242424E+01 -0.5272727E+01  0.3833011E-73
-0.2121212E+01 -0.5272727E+01  0.2784658E-72
-0.2000000E+01 -0.5272727E+01  0.1608188E-71
-0.1878788E+01 -0.5272727E+01  0.7422419E-71
-0.1757576E+01 -0.5272727E+01  0.2765671E-70
-0.1636364E+01 -0.5272727E+01  0.8476217E-70
-0.1515152E+01 -0.5272727E+01  0.2206448E-69
-0.1393939E+01 -0.5272727E+01  0.5122593E-69
-0.1272727E+01 -0.5272727E+01  0.1125662E-68
-0.1151515E+01 -0.5272727E+01  0.2455395E-68
-0.1030303E+01 -0.5272727E+01  0.5369539E-68
-0.9090909E+00 -0.5272727E+01  0.1145899E-67
-0.7878788E+00 -0.5272727E+01  0.2307753E-67
-0.6666667E+00 -0.5272727E+01  0.4341175E-67
-0.5454545E+00 -0.5272727E+01  0.7795056E-67
-0.4242424E+00 -0.5272727E+01  0.1387814E-66
-0.3030303E+00 -0.5272727E+01  0.2504823E-66
-0.1818182E+00 -0.5272727E+01  0.4515719E-66
-0.6060606E-01 -0.5272727E+01  0.7828565E-66
 0.6060606E-01 -0.5272727E+01  0.1268454E-65
 0.1818182E+00 -0.5272727E+01  0.1925271E-65
 0.3030303E+00 -0.5272727E+01  0.2824699E-65
 0.4242424E+00 -0.5272727E+01  0.4155319E-65
 0.5454545E+00 -0.5272727E+01  0.6187956E-65
 0.6666667E+00 -0.5272727E+01  0.9083634E-65
 0.7878788E+00 -0.5272727E+01  0.1265321E-64
 0.9090909E+00 -0.5272727E+01  0.1642046E-64
 0.1030303E+01 -0.5272727E+01  0.2014280E-64
 0.1151515E+01 -0.5272727E+01  0.2423939E-64
 0.1272727E+01 -0.5272727E+01  0.2948236E-64
 0.1393939E+01 -0.5272727E+01  0.3607340E-64
 0.1515152E+01 -0.5272727E+01  0.4288482E-64
 0.1636364E+01 -0.5272727E+01  0.4789548E-64
 0.1757576E+01 -0.5272727E+01  0.4993323E-64
 0.1878788E+01 -0.5272727E+01  0.4984471E-64
 0.2000000E+01 -0.5272727E+01  0.4950594E-64
 0.2121212E+01 -0.5272727E+01  0.4984471E-64
 0.2242424E+01 -0.5272727E+01  0.4993323E-64
 0.2363636E+01 -0.5272727E+01  0.4789548E-64
 0.2484848E+01 -0.5272727E+01  0.4288482E-64
 0.2606061E+01 -0.5272727E+01  0.3607340E-64
 0.2727273E+01 -0.5272727E+01  0.2948236E-64
 0.2848485E+01 -0.5272727E+01  0.2423939E-64
 0.2969697E+01 -0.5272727E+01  0.2014280E-64
 0.3090909E+01 -0.5272727E+01  0.1642046E-64
 0.3212121E+01 -0.5272727E+01  0.1265321E-64
 0.3333333E+01 -0.5272727E+01  0.9083634E-65
 0.3454545E+01 -0.5272727E+01  0.6187956E-65
 0.3575758E+01 -0.5272727E+01  0.4155319E-65
 0.3696970E+01 -0.5272727E+01  0.2824699E-65
 0.3818182E+01 -0.5272727E+01  0.1925271E-65
 0.3939394E+01 -0.5272727E+01  0.1268454E-65
 0.4060606E+01 -0.5272727E+01  0.7828565E-66
 0.4181818E+01 -0.5272727E+01  0.4515719E-66
 0.4303030E+01 -0.5272727E+01  0.2504823E-66
 0.4424242E+01 -0.5272727E+01  0.1387814E-66
 0.4545455E+01 -0.5272727E+01  0.7795056E-67
 0.4666667E+01 -0.5272727E+01  0.4341175E-67
 0.4787879E+01 -0.5272727E+01  0.2307753E-67
 0.4909091E+01 -0.5272727E+01  0.1145899E-67
 0.5030303E+01 -0.5272727E+01  0.5369539E-68
 0.5151515E+01 -0.5272727E+01  0.2455395E-68
 0.5272727E+01 -0.5272727E+01  0.1125662E-68
 0.5393939E+01 -0.5272727E+01  0.5122593E-69
 0.5515152E+01 -0.5272727E+01  0.2206448E-69
 0.5636364E+01 -0.5272727E+01  0.8476217E-70
 0.5757576E+01 -0.5272727E+01  0.2765671E-70
 0.5878788E+01 -0.5272727E+01  0.7422419E-71
 0.6000000E+01 -0.5272727E+01  0.1608188E-71
  
  
-0.6000000E+01 -0.5151515E+01  0.5411575-147
-0.5878788E+01 -0.5151515E+01  0.5713948-143
-0.5757576E+01 -0.5151515E+01  0.4769312-139
-0.5636364E+01 -0.5151515E+01  0.3146894-135
-0.5515152E+01 -0.5151515E+01  0.1641404-131
-0.5393939E+01 -0.5151515E+01  0.6767926-128
-0.5272727E+01 -0.5151515E+01  0.2205986-124
-0.5151515E+01 -0.5151515E+01  0.5684034-121
-0.5030303E+01 -0.5151515E+01  0.1157757-117
-0.4909091E+01 -0.5151515E+01  0.1864169-114
-0.4787879E+01 -0.5151515E+01  0.2372794-111
-0.4666667E+01 -0.5151515E+01  0.2387490-108
-0.4545455E+01 -0.5151515E+01  0.1899022-105
-0.4424242E+01 -0.5151515E+01  0.1194058-102
-0.4303030E+01 -0.5151515E+01  0.5935095-100
-0.4181818E+01 -0.5151515E+01  0.2332045E-97
-0.4060606E+01 -0.5151515E+01  0.7243576E-95
-0.3939394E+01 -0.5151515E+01  0.1778591E-92
-0.3818182E+01 -0.5151515E+01  0.3452281E-90
-0.3696970E+01 -0.5151515E+01  0.5297162E-88
-0.3575758E+01 -0.5151515E+01  0.6425214E-86
-0.3454545E+01 -0.5151515E+01  0.6160835E-84
-0.3333333E+01 -0.5151515E+01  0.4669816E-82
-0.3212121E+01 -0.5151515E+01  0.2798141E-80
-0.3090909E+01 -0.5151515E+01  0.1325414E-78
-0.2969697E+01 -0.5151515E+01  0.4963078E-77
-0.2848485E+01 -0.5151515E+01  0.1469191E-75
-0.2727273E+01 -0.5151515E+01  0.3438378E-74
-0.2606061E+01 -0.5151515E+01  0.6362346E-73
-0.2484848E+01 -0.5151515E+01  0.9309976E-72
-0.2363636E+01 -0.5151515E+01  0.1077716E-70
-0.2242424E+01 -0.5151515E+01  0.9876296E-70
-0.2121212E+01 -0.5151515E+01  0.7175065E-69
-0.2000000E+01 -0.5151515E+01  0.4143723E-68
-0.1878788E+01 -0.5151515E+01  0.1912491E-67
-0.1757576E+01 -0.5151515E+01  0.7126143E-67
-0.1636364E+01 -0.5151515E+01  0.2184017E-66
-0.1515152E+01 -0.5151515E+01  0.5685224E-66
-0.1393939E+01 -0.5151515E+01  0.1319908E-65
-0.1272727E+01 -0.5151515E+01  0.2900427E-65
-0.1151515E+01 -0.5151515E+01  0.6326673E-65
-0.1030303E+01 -0.5151515E+01  0.1383538E-64
-0.9090909E+00 -0.5151515E+01  0.2952572E-64
-0.7878788E+00 -0.5151515E+01  0.5946253E-64
-0.6666667E+00 -0.5151515E+01  0.1118565E-63
-0.5454545E+00 -0.5151515E+01  0.2008506E-63
-0.4242424E+00 -0.5151515E+01  0.3575898E-63
-0.3030303E+00 -0.5151515E+01  0.6454031E-63
-0.1818182E+00 -0.5151515E+01  0.1163539E-62
-0.6060606E-01 -0.5151515E+01  0.2017140E-62
 0.6060606E-01 -0.5151515E+01  0.3268350E-62
 0.1818182E+00 -0.5151515E+01  0.4960733E-62
 0.3030303E+00 -0.5151515E+01  0.7278237E-62
 0.4242424E+00 -0.5151515E+01  0.1070677E-61
 0.5454545E+00 -0.5151515E+01  0.1594414E-61
 0.6666667E+00 -0.5151515E+01  0.2340527E-61
 0.7878788E+00 -0.5151515E+01  0.3260278E-61
 0.9090909E+00 -0.5151515E+01  0.4230963E-61
 0.1030303E+01 -0.5151515E+01  0.5190077E-61
 0.1151515E+01 -0.5151515E+01  0.6245620E-61
 0.1272727E+01 -0.5151515E+01  0.7596547E-61
 0.1393939E+01 -0.5151515E+01  0.9294822E-61
 0.1515152E+01 -0.5151515E+01  0.1104988E-60
 0.1636364E+01 -0.5151515E+01  0.1234095E-60
 0.1757576E+01 -0.5151515E+01  0.1286600E-60
 0.1878788E+01 -0.5151515E+01  0.1284319E-60
 0.2000000E+01 -0.5151515E+01  0.1275590E-60
 0.2121212E+01 -0.5151515E+01  0.1284319E-60
 0.2242424E+01 -0.5151515E+01  0.1286600E-60
 0.2363636E+01 -0.5151515E+01  0.1234095E-60
 0.2484848E+01 -0.5151515E+01  0.1104988E-60
 0.2606061E+01 -0.5151515E+01  0.9294822E-61
 0.2727273E+01 -0.5151515E+01  0.7596547E-61
 0.2848485E+01 -0.5151515E+01  0.6245620E-61
 0.2969697E+01 -0.5151515E+01  0.5190077E-61
 0.3090909E+01 -0.5151515E+01  0.4230963E-61
 0.3212121E+01 -0.5151515E+01  0.3260278E-61
 0.3333333E+01 -0.5151515E+01  0.2340527E-61
 0.3454545E+01 -0.5151515E+01  0.1594414E-61
 0.3575758E+01 -0.5151515E+01  0.1070677E-61
 0.3696970E+01 -0.5151515E+01  0.7278237E-62
 0.3818182E+01 -0.5151515E+01  0.4960733E-62
 0.3939394E+01 -0.5151515E+01  0.3268350E-62
 0.4060606E+01 -0.5151515E+01  0.2017140E-62
 0.4181818E+01 -0.5151515E+01  0.1163539E-62
 0.4303030E+01 -0.5151515E+01  0.6454031E-63
 0.4424242E+01 -0.5151515E+01  0.3575898E-63
 0.4545455E+01 -0.5151515E+01  0.2008506E-63
 0.4666667E+01 -0.5151515E+01  0.1118565E-63
 0.4787879E+01 -0.5151515E+01  0.5946253E-64
 0.4909091E+01 -0.5151515E+01  0.2952572E-64
 0.5030303E+01 -0.5151515E+01  0.1383538E-64
 0.5151515E+01 -0.5151515E+01  0.6326673E-65
 0.5272727E+01 -0.5151515E+01  0.2900427E-65
 0.5393939E+01 -0.5151515E+01  0.1319908E-65
 0.5515152E+01 -0.5151515E+01  0.5685224E-66
 0.5636364E+01 -0.5151515E+01  0.2184017E-66
 0.5757576E+01 -0.5151515E+01  0.7126143E-67
 0.5878788E+01 -0.5151515E+01  0.1912491E-67
 0.6000000E+01 -0.5151515E+01  0.4143723E-68
  
  
-0.6000000E+01 -0.5030303E+01  0.1102261-143
-0.5878788E+01 -0.5030303E+01  0.1163850-139
-0.5757576E+01 -0.5030303E+01  0.9714415-136
-0.5636364E+01 -0.5030303E+01  0.6409779-132
-0.5515152E+01 -0.5030303E+01  0.3343307-128
-0.5393939E+01 -0.5030303E+01  0.1378531-124
-0.5272727E+01 -0.5030303E+01  0.4493281-121
-0.5151515E+01 -0.5030303E+01  0.1157757-117
-0.5030303E+01 -0.5030303E+01  0.2358188-114
-0.4909091E+01 -0.5030303E+01  0.3797049-111
-0.4787879E+01 -0.5030303E+01  0.4833045-108
-0.4666667E+01 -0.5030303E+01  0.4862980-105
-0.4545455E+01 -0.5030303E+01  0.3868040-102
-0.4424242E+01 -0.5030303E+01  0.2432127E-99
-0.4303030E+01 -0.5030303E+01  0.1208895E-96
-0.4181818E+01 -0.5030303E+01  0.4750045E-94
-0.4060606E+01 -0.5030303E+01  0.1475414E-91
-0.3939394E+01 -0.5030303E+01  0.3622738E-89
-0.3818182E+01 -0.5030303E+01  0.7031808E-87
-0.3696970E+01 -0.5030303E+01  0.1078957E-84
-0.3575758E+01 -0.5030303E+01  0.1308725E-82
-0.3454545E+01 -0.5030303E+01  0.1254875E-80
-0.3333333E+01 -0.5030303E+01  0.9511755E-79
-0.3212121E+01 -0.5030303E+01  0.5699417E-77
-0.3090909E+01 -0.5030303E+01  0.2699681E-75
-0.2969697E+01 -0.5030303E+01  0.1010909E-73
-0.2848485E+01 -0.5030303E+01  0.2992535E-72
-0.2727273E+01 -0.5030303E+01  0.7003490E-71
-0.2606061E+01 -0.5030303E+01  0.1295920E-69
-0.2484848E+01 -0.5030303E+01  0.1896311E-68
-0.2363636E+01 -0.5030303E+01  0.2195156E-67
-0.2242424E+01 -0.5030303E+01  0.2011662E-66
-0.2121212E+01 -0.5030303E+01  0.1461459E-65
-0.2000000E+01 -0.5030303E+01  0.8440178E-65
-0.1878788E+01 -0.5030303E+01  0.3895474E-64
-0.1757576E+01 -0.5030303E+01  0.1451495E-63
-0.1636364E+01 -0.5030303E+01  0.4448534E-63
-0.1515152E+01 -0.5030303E+01  0.1158000E-62
-0.1393939E+01 -0.5030303E+01  0.2688467E-62
-0.1272727E+01 -0.5030303E+01  0.5907759E-62
-0.1151515E+01 -0.5030303E+01  0.1288654E-61
-0.1030303E+01 -0.5030303E+01  0.2818071E-61
-0.9090909E+00 -0.5030303E+01  0.6013971E-61
-0.7878788E+00 -0.5030303E+01  0.1211168E-60
-0.6666667E+00 -0.5030303E+01  0.2278359E-60
-0.5454545E+00 -0.5030303E+01  0.4091043E-60
-0.4242424E+00 -0.5030303E+01  0.7283598E-60
-0.3030303E+00 -0.5030303E+01  0.1314595E-59
-0.1818182E+00 -0.5030303E+01  0.2369964E-59
-0.6060606E-01 -0.5030303E+01  0.4108630E-59
 0.6060606E-01 -0.5030303E+01  0.6657166E-59
 0.1818182E+00 -0.5030303E+01  0.1010431E-58
 0.3030303E+00 -0.5030303E+01  0.1482474E-58
 0.4242424E+00 -0.5030303E+01  0.2180817E-58
 0.5454545E+00 -0.5030303E+01  0.3247597E-58
 0.6666667E+00 -0.5030303E+01  0.4767322E-58
 0.7878788E+00 -0.5030303E+01  0.6640726E-58
 0.9090909E+00 -0.5030303E+01  0.8617874E-58
 0.1030303E+01 -0.5030303E+01  0.1057145E-57
 0.1151515E+01 -0.5030303E+01  0.1272145E-57
 0.1272727E+01 -0.5030303E+01  0.1547309E-57
 0.1393939E+01 -0.5030303E+01  0.1893224E-57
 0.1515152E+01 -0.5030303E+01  0.2250704E-57
 0.1636364E+01 -0.5030303E+01  0.2513677E-57
 0.1757576E+01 -0.5030303E+01  0.2620623E-57
 0.1878788E+01 -0.5030303E+01  0.2615977E-57
 0.2000000E+01 -0.5030303E+01  0.2598197E-57
 0.2121212E+01 -0.5030303E+01  0.2615977E-57
 0.2242424E+01 -0.5030303E+01  0.2620623E-57
 0.2363636E+01 -0.5030303E+01  0.2513677E-57
 0.2484848E+01 -0.5030303E+01  0.2250704E-57
 0.2606061E+01 -0.5030303E+01  0.1893224E-57
 0.2727273E+01 -0.5030303E+01  0.1547309E-57
 0.2848485E+01 -0.5030303E+01  0.1272145E-57
 0.2969697E+01 -0.5030303E+01  0.1057145E-57
 0.3090909E+01 -0.5030303E+01  0.8617874E-58
 0.3212121E+01 -0.5030303E+01  0.6640726E-58
 0.3333333E+01 -0.5030303E+01  0.4767322E-58
 0.3454545E+01 -0.5030303E+01  0.3247597E-58
 0.3575758E+01 -0.5030303E+01  0.2180817E-58
 0.3696970E+01 -0.5030303E+01  0.1482474E-58
 0.3818182E+01 -0.5030303E+01  0.1010431E-58
 0.3939394E+01 -0.5030303E+01  0.6657166E-59
 0.4060606E+01 -0.5030303E+01  0.4108630E-59
 0.4181818E+01 -0.5030303E+01  0.2369964E-59
 0.4303030E+01 -0.5030303E+01  0.1314595E-59
 0.4424242E+01 -0.5030303E+01  0.7283598E-60
 0.4545455E+01 -0.5030303E+01  0.4091043E-60
 0.4666667E+01 -0.5030303E+01  0.2278359E-60
 0.4787879E+01 -0.5030303E+01  0.1211168E-60
 0.4909091E+01 -0.5030303E+01  0.6013971E-61
 0.5030303E+01 -0.5030303E+01  0.2818071E-61
 0.5151515E+01 -0.5030303E+01  0.1288654E-61
 0.5272727E+01 -0.5030303E+01  0.5907759E-62
 0.5393939E+01 -0.5030303E+01  0.2688467E-62
 0.5515152E+01 -0.5030303E+01  0.1158000E-62
 0.5636364E+01 -0.5030303E+01  0.4448534E-63
 0.5757576E+01 -0.5030303E+01  0.1451495E-63
 0.5878788E+01 -0.5030303E+01  0.3895474E-64
 0.6000000E+01 -0.5030303E+01  0.8440178E-65
  
  
-0.6000000E+01 -0.4909091E+01  0.1774812-140
-0.5878788E+01 -0.4909091E+01  0.1873980-136
-0.5757576E+01 -0.4909091E+01  0.1564172-132
-0.5636364E+01 -0.4909091E+01  0.1032074-128
-0.5515152E+01 -0.4909091E+01  0.5383244-125
-0.5393939E+01 -0.4909091E+01  0.2219649-121
-0.5272727E+01 -0.4909091E+01  0.7234880-118
-0.5151515E+01 -0.4909091E+01  0.1864169-114
-0.5030303E+01 -0.4909091E+01  0.3797049-111
-0.4909091E+01 -0.4909091E+01  0.6113839-108
-0.4787879E+01 -0.4909091E+01  0.7781954-105
-0.4666667E+01 -0.4909091E+01  0.7830153-102
-0.4545455E+01 -0.4909091E+01  0.6228145E-99
-0.4424242E+01 -0.4909091E+01  0.3916103E-96
-0.4303030E+01 -0.4909091E+01  0.1946509E-93
-0.4181818E+01 -0.4909091E+01  0.7648311E-91
-0.4060606E+01 -0.4909091E+01  0.2375646E-88
-0.3939394E+01 -0.4909091E+01  0.5833171E-86
-0.3818182E+01 -0.4909091E+01  0.1132230E-83
-0.3696970E+01 -0.4909091E+01  0.1737288E-81
-0.3575758E+01 -0.4909091E+01  0.2107251E-79
-0.3454545E+01 -0.4909091E+01  0.2020543E-77
-0.3333333E+01 -0.4909091E+01  0.1531540E-75
-0.3212121E+01 -0.4909091E+01  0.9176947E-74
-0.3090909E+01 -0.4909091E+01  0.4346906E-72
-0.2969697E+01 -0.4909091E+01  0.1627720E-70
-0.2848485E+01 -0.4909091E+01  0.4818446E-69
-0.2727273E+01 -0.4909091E+01  0.1127671E-67
-0.2606061E+01 -0.4909091E+01  0.2086632E-66
-0.2484848E+01 -0.4909091E+01  0.3053355E-65
-0.2363636E+01 -0.4909091E+01  0.3534542E-64
-0.2242424E+01 -0.4909091E+01  0.3239088E-63
-0.2121212E+01 -0.4909091E+01  0.2353176E-62
-0.2000000E+01 -0.4909091E+01  0.1359000E-61
-0.1878788E+01 -0.4909091E+01  0.6272318E-61
-0.1757576E+01 -0.4909091E+01  0.2337132E-60
-0.1636364E+01 -0.4909091E+01  0.7162831E-60
-0.1515152E+01 -0.4909091E+01  0.1864559E-59
-0.1393939E+01 -0.4909091E+01  0.4328849E-59
-0.1272727E+01 -0.4909091E+01  0.9512409E-59
-0.1151515E+01 -0.4909091E+01  0.2074933E-58
-0.1030303E+01 -0.4909091E+01  0.4537531E-58
-0.9090909E+00 -0.4909091E+01  0.9683427E-58
-0.7878788E+00 -0.4909091E+01  0.1950168E-57
-0.6666667E+00 -0.4909091E+01  0.3668512E-57
-0.5454545E+00 -0.4909091E+01  0.6587215E-57
-0.4242424E+00 -0.4909091E+01  0.1172772E-56
-0.3030303E+00 -0.4909091E+01  0.2116702E-56
-0.1818182E+00 -0.4909091E+01  0.3816010E-56
-0.6060606E-01 -0.4909091E+01  0.6615532E-56
 0.6060606E-01 -0.4909091E+01  0.1071907E-55
 0.1818182E+00 -0.4909091E+01  0.1626951E-55
 0.3030303E+00 -0.4909091E+01  0.2387013E-55
 0.4242424E+00 -0.4909091E+01  0.3511454E-55
 0.5454545E+00 -0.4909091E+01  0.5229135E-55
 0.6666667E+00 -0.4909091E+01  0.7676129E-55
 0.7878788E+00 -0.4909091E+01  0.1069260E-54
 0.9090909E+00 -0.4909091E+01  0.1387612E-54
 0.1030303E+01 -0.4909091E+01  0.1702168E-54
 0.1151515E+01 -0.4909091E+01  0.2048350E-54
 0.1272727E+01 -0.4909091E+01  0.2491408E-54
 0.1393939E+01 -0.4909091E+01  0.3048384E-54
 0.1515152E+01 -0.4909091E+01  0.3623984E-54
 0.1636364E+01 -0.4909091E+01  0.4047410E-54
